file,count,avg_viability,avg_circularity,avg_intensity,radius (area / pi),pct_analyzed,background_intenstiy,avg_area
image_331.png,35,65.38,0.47771,172.12,,21.72317252866936,210.02193024970407,9687.91
image_332.png,4,47.1,0.475,102.1,,1.2123774745339229,143.48919011879784,4731.0
image_333.png,77,40.53,0.47065,116.74,,18.402075725542957,168.5983525567116,3730.36
image_334.png,1,56.76,0.4,143.8,,0.034146966493689535,184.7457343704718,533.0
image_335.png,32,39.87,0.55,162.75,,11.382471650970594,217.13951790572077,5552.16
image_336.png,30,93.76,0.456,131.17,,18.03818309949388,142.44531119650287,9385.27
image_337.png,43,44.31,0.50302,165.03,,15.13601127554616,217.57775339284262,5494.37
image_338.png,81,49.89,0.49136,118.23,,14.985905567300916,163.0421039574523,2887.84
image_339.png,2,50.0,0.455,147.67,,0.5383432635018259,185.48248522506677,4201.5
image_340.png,2,-1.0,-1.0,-1.0,,0.0,193.16926040403635,-1.0
image_341.png,2,-1.0,-1.0,-1.0,,0.0,191.585701721967,-1.0
image_342.png,12,86.08,0.41583,196.29,,5.106861426100327,215.2088457001403,6642.75
image_343.png,42,15.18,0.57095,103.12,,12.202767634057276,174.98475979360634,4535.07
image_344.png,79,77.07,0.46734,161.31,,30.576270100583,187.57150515674462,6041.33
image_345.png,2,0.0,0.46,101.18,,0.11499775770388877,186.103108487405,897.5
image_346.png,12,0.9,0.48333,90.84,,5.084822858607214,218.02512789385082,6614.08
image_347.png,11,64.8,0.44455,189.28,,1.4030367095906209,225.39954154266871,1990.91
image_348.png,84,76.92,0.43905,156.5,,24.69254917035044,184.15894388469422,4588.4
image_349.png,75,75.47,0.462,157.39,,21.185662118008842,185.2486973326507,4409.16
image_350.png,46,49.94,0.47196,149.74,,16.831891857261834,196.96419464360946,5711.5
image_351.png,1,12.73,0.29,68.97,,1.1508104298801973,136.3303535813544,17963.0
image_352.png,3,41.49,0.32333,179.2,,0.10558011403677366,229.30433097663365,549.33
image_353.png,15,77.22,0.36,193.64,,6.9701454289192135,221.48189924144683,7253.13
image_354.png,4,62.92,0.47,120.01,,0.9479146646165674,135.41491912975093,3699.0
image_355.png,17,70.26,0.34176,189.09,,7.399064642193606,221.08929721914024,6793.65
image_356.png,17,-1.0,-1.0,-1.0,,0.0,185.43197927315913,-1.0
image_357.png,4,71.69,0.5275,124.4,,0.7971683003395477,137.1260315277875,3110.75
image_358.png,75,74.77,0.43027,159.99,,26.147671215324493,187.66005038862184,5441.85
image_359.png,34,12.9,0.47529,124.8,,7.963802934204625,214.61737606952795,3656.09
image_360.png,22,49.81,0.46409,163.01,,14.820936639118457,208.1236227707733,10515.45
image_361.png,2,58.08,0.33,96.34,,0.18053686975462874,136.4907995036113,1409.0
image_362.png,11,69.98,0.39455,198.0,,3.2684348773143697,231.01083497657726,4637.91
image_363.png,87,45.78,0.48161,117.92,,15.737459158177975,166.9335691574236,2823.52
image_364.png,87,-1.0,-1.0,-1.0,,0.0,190.05191165093743,-1.0
image_365.png,23,2.09,0.42783,108.34,,5.581523480043565,212.9985052096446,3787.91
image_366.png,10,60.32,0.385,171.14,,3.381702863732462,209.9477766085171,5278.5
image_367.png,3,74.21,0.24667,199.39,,1.9101159587417518,229.86301178696652,9938.33
image_368.png,68,45.96,0.48544,118.94,,17.429944262925233,167.78392447278472,4000.94
image_369.png,55,90.87,0.45,172.6,,15.548785956819783,187.0424152397083,4412.75
image_370.png,13,74.27,0.40538,197.15,,2.2307643026459094,227.58561600644424,2678.46
image_371.png,13,-1.0,-1.0,-1.0,,0.0,191.2261239734358,-1.0
image_372.png,26,2.43,0.47538,114.57,,7.510026266897303,216.32172824705478,4508.62
image_373.png,4,48.81,0.5325,89.62,,0.7453392273688256,135.33216357469956,2908.5
image_374.png,4,69.42,0.4125,117.19,,0.4831187135626882,136.05971895368742,1885.25
image_375.png,8,83.2,0.44875,199.83,,3.0037158049843042,224.90646456715453,5860.62
image_376.png,78,82.82,0.46423,138.33,,24.09449676468704,158.6423815309083,4821.68
image_377.png,78,83.48,0.47397,157.62,,28.09667499519508,179.1008810074918,5622.58
image_378.png,5,41.71,0.492,156.2,,0.4262925235441092,209.34826792222944,1330.8
image_379.png,15,73.38,0.35867,192.12,,3.804535844704978,222.5783225593647,3959.0
image_380.png,15,-1.0,-1.0,-1.0,,0.0,187.431982285636,-1.0
image_381.png,47,90.4,0.43234,171.69,,9.956243193029662,187.84736002377744,3306.53
image_382.png,2,15.21,0.53,144.07,,0.14863219937215708,211.662917159937,1160.0
image_383.png,2,-1.0,-1.0,-1.0,,0.0,204.23188861052225,-1.0
image_384.png,11,83.74,0.35727,195.13,,2.3180857197770517,219.42583688072915,3289.36
image_385.png,100,73.69,0.4542,160.32,,26.74553142417836,190.19443469086653,4174.71
image_386.png,4,73.55,0.3575,186.43,,1.2217310525978602,212.77606855172607,4767.5
image_387.png,10,81.31,0.394,191.48,,4.426676917163174,217.69056421393557,6909.6
image_388.png,1,57.04,0.79,162.47,,0.035364212954064965,203.24435920925006,552.0
image_389.png,22,31.99,0.44636,142.97,,7.384842078288168,215.99284070075592,5239.55
image_390.png,93,80.96,0.45172,159.59,,22.484848484848484,184.37101099209897,3773.83
image_391.png,1,49.77,0.59,137.6,,0.07322698443205843,182.73642729939692,1143.0
image_392.png,38,58.37,0.46079,173.62,,20.655583317316932,215.06062718065584,8484.55
image_393.png,74,67.59,0.45703,138.42,,24.721634954193096,171.42979176526265,5214.59
image_394.png,74,-1.0,-1.0,-1.0,,0.0,196.08986739494065,-1.0
image_395.png,26,97.15,0.35423,134.21,,11.974822217951182,138.4306057079651,7189.04
image_396.png,26,-1.0,-1.0,-1.0,,0.0,202.9734526100056,-1.0
image_397.png,26,-1.0,-1.0,-1.0,,0.0,183.3184310217778,-1.0
image_398.png,26,-1.0,-1.0,-1.0,,0.0,187.470150679756,-1.0
image_399.png,42,92.0,0.43143,173.79,,10.697930681017361,187.63064752997053,3975.81
image_400.png,48,52.07,0.46208,162.9,,21.554423729899415,209.3713784601672,7009.23
image_401.png,75,84.65,0.42213,160.6,,24.237619322185918,181.05404224892357,5044.33
image_402.png,20,8.93,0.5185,118.95,,6.4064962521622135,214.87311030472796,4999.95
image_403.png,26,96.92,0.44308,134.25,,16.795566660260107,141.9299682273848,10083.15
image_404.png,14,77.86,0.38857,203.2,,8.905695432122492,231.11907205521908,9929.21
image_405.png,8,32.66,0.36125,151.48,,1.0785444294958038,208.18429949486332,2104.38
image_406.png,34,98.4,0.41294,137.4,,19.963098212569673,140.2698450612271,9164.82
image_407.png,67,71.61,0.48597,142.17,,28.683067461080146,172.98745451611393,6682.3
image_408.png,23,0.0,0.54174,102.03,,6.777564225767185,215.01063153531783,4599.61
image_409.png,85,42.55,0.48965,117.48,,19.253763854186687,167.66009327170804,3535.67
image_410.png,85,-1.0,-1.0,-1.0,,0.0,191.70748770881733,-1.0
image_411.png,85,-1.0,-1.0,-1.0,,0.0,205.38446177943712,-1.0
image_412.png,85,-1.0,-1.0,-1.0,,0.0,180.12587086848708,-1.0
image_413.png,27,58.73,0.52667,163.06,,14.002050099301686,202.28702056363454,8094.74
image_414.png,5,61.12,0.39,182.39,,0.43872125056057404,220.71285546800985,1369.6
image_415.png,4,73.62,0.4625,192.43,,0.936703184060478,223.25949753638076,3655.25
image_416.png,4,-1.0,-1.0,-1.0,,0.0,187.13940226162967,-1.0
image_417.png,5,50.91,0.506,91.88,,0.9192132743929784,136.33673084476314,2869.6
image_418.png,5,80.6,0.596,139.55,,1.5525658274072651,137.1902411021814,4846.8
image_419.png,79,85.74,0.44152,162.29,,28.34896534050868,182.65290748680204,5601.25
